Název jízdenky,Dospělí,Děti,Junioři,Senioři,Všechny,Je header,Poznámka
Kohútka Skipas (nepřenosný),8000,4000,6000,6000,,NE,
Czech Skipass (s fotkou, 18 středisek),17490,13490,14990,13490,,NE,
