Text
Záloha za čipovou kartu je 100 Kč, vratná pouze do 20 minut po zavření provozu při odevzdání nepoškozené karty
Jízdenky jsou nepřenosné
Nevyužité body a čas nelze vrátit
Bodové jízdenky mají časový zámek zamezující současnému použití více osobami (s výjimkou kurzovních jízdenek)
Večerní lyžování provozováno pouze v sobotu při příznivých podmínkách
Fotografie pořízená na turniketu je dočasná; po vrácení karty automaticky vymazána
Pro ověření věku nutný občanský průkaz, pas nebo kartička sociálního pojištění
